food_name,food_category,portion_size,portion_unit,calories,protein,fat,carbohydrates,fiber,vitamin_a,vitamin_c,vitamin_d,vitamin_e,calcium,iron,potassium,sodium
peanut,nut,403.3,g,2391.9,109.7,206.7,67.5,35.9,0.0,0.0,0.0,35.1,388.1,19.3,2974.1,75.9
grape,fruit,193.7,g,120.4,1.2,0.4,31.1,1.7,5.8,6.2,0.0,0.4,19.4,0.7,371.0,3.9
chia_seed,nut,168.4,g,799.8,28.0,51.0,69.1,56.6,0.0,2.6,0.0,0.8,1038.5,12.7,669.8,26.3
chicken_breast,protein,400.2,g,659.3,123.9,14.4,0.0,0.0,24.0,0.0,0.0,0.9,59.9,4.2,1023.0,295.7
oatmeal,grain,240.8,g,157.8,5.6,3.2,27.9,3.9,0.0,0.0,0.0,0.2,113.7,1.4,141.6,113.7
cucumber,vegetable,152.4,g,23.8,1.0,0.1,6.0,0.7,156.5,4.2,0.0,0.0,23.8,0.4,219.1,3.0
almond,nut,469.0,g,2648.2,96.0,228.7,100.6,57.2,0.0,0.0,0.0,117.2,1230.3,17.0,3352.5,4.6
almond,nut,278.7,g,1555.7,56.4,134.3,59.1,33.6,0.0,0.0,0.0,68.9,722.8,10.0,1969.5,2.7
bread,grain,49.1,g,127.7,4.3,1.5,23.6,1.3,0.0,0.0,0.0,0.1,23.6,1.7,55.4,236.5
spinach,vegetable,219.6,g,51.3,6.5,0.9,8.9,4.9,1045.1,62.6,0.0,4.5,220.6,6.0,1243.5,176.0
grape,fruit,40.0,g,23.6,0.2,0.1,6.1,0.3,1.1,1.2,0.0,0.1,3.8,0.1,72.7,0.8
tomato,vegetable,149.9,g,26.6,1.3,0.3,5.9,1.8,1231.6,20.3,0.0,0.8,14.8,0.4,350.4,7.4
tofu,protein,325.6,g,241.3,25.4,15.2,6.0,1.0,0.0,0.0,0.0,0.0,412.8,4.4,384.2,22.2
salmon,protein,290.1,g,611.4,73.5,35.3,0.0,0.0,438.0,11.5,32.3,10.4,26.5,1.0,1067.1,173.4
almond,nut,452.1,g,2687.0,97.5,232.0,102.1,58.0,0.0,0.0,0.0,118.9,1248.4,17.2,3401.7,4.6
milk,dairy,100.6,g,40.9,3.3,1.0,4.9,0.0,44.8,0.9,1.2,0.1,110.0,0.0,146.0,42.8
tofu,protein,163.5,g,130.2,13.7,8.2,3.3,0.5,0.0,0.0,0.0,0.0,222.8,2.4,207.3,12.0
milk,dairy,261.3,g,110.1,8.9,2.6,13.1,0.0,120.6,2.4,3.1,0.2,296.2,0.1,393.1,115.3
spinach,vegetable,382.1,g,89.9,11.3,1.6,15.6,8.6,1833.6,109.9,0.0,7.9,387.1,10.6,2181.6,308.9
beef,protein,345.3,g,823.4,85.6,49.4,0.0,0.0,0.0,0.0,0.0,0.4,59.3,8.6,1047.4,237.1
bread,grain,321.4,g,882.7,30.0,10.7,163.2,9.0,0.0,0.0,0.0,0.7,163.2,12.0,383.1,1635.6
salmon,protein,245.0,g,521.7,62.7,30.1,0.0,0.0,373.7,9.8,27.6,8.9,22.6,0.9,910.4,148.0
apple,fruit,497.8,g,257.2,1.5,1.0,69.2,11.9,14.8,22.7,0.0,0.9,29.7,0.6,529.2,4.9
cheese,dairy,69.3,g,286.7,17.8,23.5,0.9,0.0,189.0,0.0,0.4,0.1,514.2,0.5,69.9,442.8
milk,dairy,194.4,g,81.6,6.6,1.9,9.7,0.0,89.4,1.7,2.3,0.2,219.6,0.1,291.5,85.5
cheese,dairy,72.9,g,303.8,18.9,24.9,1.0,0.0,200.3,0.0,0.5,0.2,544.9,0.5,74.1,469.3
apple,fruit,109.8,g,59.1,0.3,0.2,15.9,2.7,3.4,5.2,0.0,0.2,6.8,0.1,121.7,1.1
rice,grain,371.4,g,479.6,10.0,1.1,103.3,1.5,0.0,0.0,0.0,0.4,36.9,0.7,129.1,3.7
almond,nut,152.7,g,913.2,33.1,78.9,34.7,19.7,0.0,0.0,0.0,40.4,424.3,5.9,1156.1,1.6
tomato,vegetable,274.8,g,51.9,2.6,0.6,11.5,3.5,2402.8,39.5,0.0,1.6,28.8,0.8,683.6,14.4
grape,fruit,415.1,g,251.5,2.4,0.8,64.9,3.7,12.2,13.0,0.0,0.8,40.6,1.5,774.9,8.1
peanut,nut,116.9,g,658.8,30.2,56.9,18.6,9.9,0.0,0.0,0.0,9.7,106.9,5.3,819.1,20.9
butter,dairy,443.2,g,3114.0,3.9,351.8,0.4,0.0,2970.6,0.0,6.5,10.1,104.2,0.1,104.2,47.8
oatmeal,grain,396.0,g,267.2,9.4,5.5,47.2,6.7,0.0,0.0,0.0,0.3,192.6,2.4,239.7,192.6
strawberry,fruit,410.8,g,136.4,3.0,1.3,34.1,8.5,4.3,250.7,0.0,1.2,68.2,1.7,652.4,4.3
egg,protein,98.8,g,157.1,13.2,11.1,1.1,0.0,162.1,0.0,2.0,1.1,56.7,1.8,139.8,125.7
butter,dairy,29.3,g,215.3,0.3,24.3,0.0,0.0,205.4,0.0,0.5,0.7,7.2,0.0,7.2,3.3
milk,dairy,325.7,g,141.1,11.4,3.4,16.8,0.0,154.5,3.0,4.0,0.3,379.5,0.1,503.8,147.8
tomato,vegetable,63.6,g,11.0,0.5,0.1,2.4,0.7,507.5,8.3,0.0,0.3,6.1,0.2,144.4,3.0
almond,nut,403.1,g,2256.1,81.8,194.8,85.7,48.7,0.0,0.0,0.0,99.9,1048.2,14.5,2856.2,3.9
cucumber,vegetable,279.1,g,46.2,2.0,0.3,11.5,1.4,303.0,8.1,0.0,0.1,46.2,0.8,424.2,5.8
salmon,protein,53.4,g,110.5,13.3,6.4,0.0,0.0,79.2,2.1,5.8,1.9,4.8,0.2,192.9,31.4
quinoa,grain,67.5,g,84.8,3.1,1.3,15.5,2.0,0.0,0.0,0.0,0.4,12.0,1.1,121.5,4.9
banana,fruit,173.6,g,161.3,2.0,0.5,41.7,4.7,5.4,15.8,0.0,0.2,9.1,0.5,648.8,1.8
rice,grain,327.4,g,412.0,8.6,1.0,88.7,1.3,0.0,0.0,0.0,0.3,31.7,0.6,110.9,3.2
peanut,nut,488.6,g,2835.1,130.0,245.0,80.0,42.5,0.0,0.0,0.0,41.7,460.0,22.9,3525.2,90.0
apple,fruit,44.3,g,23.1,0.1,0.1,6.2,1.1,1.3,2.0,0.0,0.1,2.7,0.1,47.5,0.4
grape,fruit,286.4,g,178.9,1.7,0.6,46.2,2.6,8.7,9.2,0.0,0.5,28.8,1.0,551.0,5.8
tofu,protein,160.7,g,119.5,12.6,7.5,3.0,0.5,0.0,0.0,0.0,0.0,204.4,2.2,190.3,11.0
pasta,grain,64.3,g,86.1,3.3,0.7,16.4,1.2,0.0,0.0,0.0,0.0,4.6,0.9,28.9,3.9
butter,dairy,304.3,g,2131.7,2.7,240.8,0.3,0.0,2033.6,0.0,4.5,6.9,71.4,0.1,71.4,32.7
milk,dairy,167.7,g,73.4,5.9,1.7,8.7,0.0,80.3,1.6,2.1,0.1,197.4,0.1,262.0,76.9
salmon,protein,276.1,g,591.5,71.1,34.1,0.0,0.0,423.7,11.1,31.3,10.1,25.6,1.0,1032.3,167.8
grape,fruit,290.7,g,185.7,1.8,0.6,47.9,2.7,9.0,9.6,0.0,0.6,29.9,1.1,572.0,6.0
salmon,protein,244.0,g,501.1,60.2,28.9,0.0,0.0,359.0,9.4,26.5,8.6,21.7,0.8,874.5,142.1
strawberry,fruit,344.7,g,111.8,2.4,1.0,27.9,7.0,3.5,205.4,0.0,1.0,55.9,1.4,534.4,3.5
orange,fruit,249.7,g,112.0,2.1,0.2,28.6,5.7,536.2,126.8,0.0,0.4,95.3,0.2,431.4,0.0
chicken_breast,protein,205.0,g,327.0,61.4,7.1,0.0,0.0,11.9,0.0,0.0,0.4,29.7,2.1,507.3,146.7
oatmeal,grain,480.0,g,313.7,11.1,6.5,55.4,7.8,0.0,0.0,0.0,0.4,226.0,2.8,281.4,226.0
cheese,dairy,203.8,g,820.0,51.0,67.3,2.7,0.0,540.6,0.0,1.2,0.4,1470.7,1.4,199.9,1266.8
peanut,nut,51.7,g,295.0,13.5,25.5,8.3,4.4,0.0,0.0,0.0,4.3,47.9,2.4,366.8,9.4
egg,protein,423.7,g,664.9,55.8,47.2,4.7,0.0,686.4,0.0,8.6,4.5,240.2,7.5,592.0,531.9
cream,dairy,390.4,g,1354.8,8.4,147.4,11.2,0.0,386.5,2.4,2.0,3.0,259.0,0.2,378.6,171.3
spinach,vegetable,253.6,g,60.0,7.6,1.0,10.4,5.7,1222.5,73.2,0.0,5.3,258.1,7.1,1454.5,205.9
tofu,protein,334.2,g,264.6,27.9,16.7,6.6,1.0,0.0,0.0,0.0,0.0,452.6,4.9,421.3,24.4
beef,protein,75.3,g,187.2,19.5,11.2,0.0,0.0,0.0,0.0,0.0,0.1,13.5,1.9,238.2,53.9
yogurt,dairy,173.0,g,100.8,17.1,0.7,6.2,0.0,46.1,0.9,0.2,0.1,187.9,0.1,240.9,61.5
bread,grain,78.5,g,201.7,6.8,2.4,37.3,2.1,0.0,0.0,0.0,0.2,37.3,2.7,87.5,373.7
grape,fruit,351.6,g,223.7,2.2,0.7,57.7,3.2,10.8,11.5,0.0,0.7,36.1,1.3,689.1,7.2
quinoa,grain,58.9,g,71.0,2.6,1.1,13.0,1.7,0.0,0.0,0.0,0.4,10.1,0.9,101.7,4.1
bread,grain,173.3,g,453.1,15.4,5.5,83.8,4.6,0.0,0.0,0.0,0.4,83.8,6.2,196.6,839.5
strawberry,fruit,194.1,g,64.5,1.4,0.6,16.1,4.0,2.0,118.6,0.0,0.6,32.3,0.8,308.5,2.0
tomato,vegetable,311.9,g,56.9,2.8,0.6,12.6,3.8,2632.8,43.3,0.0,1.7,31.6,0.9,749.1,15.8
salmon,protein,392.3,g,786.2,94.5,45.4,0.0,0.0,563.2,14.7,41.6,13.4,34.0,1.3,1372.1,223.0
bread,grain,424.5,g,1076.5,36.6,13.0,199.1,11.0,0.0,0.0,0.0,0.9,199.1,14.6,467.2,1994.7
bread,grain,31.1,g,85.3,2.9,1.0,15.8,0.9,0.0,0.0,0.0,0.1,15.8,1.2,37.0,158.1
sunflower_seed,nut,40.2,g,227.2,8.2,19.8,7.8,3.3,0.0,0.5,0.0,13.7,30.3,2.0,250.9,3.5
yogurt,dairy,310.1,g,182.7,31.0,1.2,11.1,0.0,83.6,1.5,0.3,0.2,340.6,0.2,436.6,111.5
chicken_breast,protein,497.8,g,786.0,147.7,17.1,0.0,0.0,28.6,0.0,0.0,1.0,71.5,5.0,1219.5,352.5
strawberry,fruit,66.8,g,20.5,0.4,0.2,5.1,1.3,0.6,37.7,0.0,0.2,10.3,0.3,98.1,0.6
bread,grain,135.1,g,355.7,12.1,4.3,65.8,3.6,0.0,0.0,0.0,0.3,65.8,4.8,154.4,659.1
orange,fruit,126.3,g,62.3,1.2,0.1,15.9,3.2,298.3,70.5,0.0,0.2,53.0,0.1,240.0,0.0
milk,dairy,128.6,g,52.7,4.3,1.3,6.3,0.0,57.7,1.1,1.5,0.1,141.8,0.0,188.2,55.2
almond,nut,160.3,g,944.0,34.2,81.5,35.9,20.4,0.0,0.0,0.0,41.8,438.6,6.0,1195.1,1.6
banana,fruit,403.5,g,359.5,4.4,1.2,92.9,10.5,12.1,35.1,0.0,0.4,20.2,1.1,1446.3,4.0
beef,protein,252.6,g,616.7,64.1,37.0,0.0,0.0,0.0,0.0,0.0,0.3,44.4,6.4,784.5,177.6
rice,grain,359.3,g,451.8,9.4,1.0,97.3,1.4,0.0,0.0,0.0,0.4,34.8,0.7,121.6,3.5
chicken_breast,protein,26.5,g,42.4,8.0,0.9,0.0,0.0,1.5,0.0,0.0,0.1,3.9,0.3,65.8,19.0
almond,nut,296.7,g,1790.8,65.0,154.6,68.0,38.7,0.0,0.0,0.0,79.3,832.0,11.5,2267.1,3.1
tomato,vegetable,188.4,g,33.0,1.6,0.4,7.3,2.2,1526.0,25.1,0.0,1.0,18.3,0.5,434.2,9.2
cream,dairy,312.3,g,1027.6,6.3,111.8,8.5,0.0,293.2,1.8,1.5,2.3,196.5,0.2,287.1,130.0
spinach,vegetable,370.2,g,87.6,11.0,1.5,15.2,8.4,1786.7,107.1,0.0,7.7,377.2,10.3,2125.8,301.0
apple,fruit,257.2,g,128.5,0.7,0.5,34.6,5.9,7.4,11.4,0.0,0.4,14.8,0.3,264.4,2.5
yogurt,dairy,238.3,g,142.3,24.1,1.0,8.7,0.0,65.1,1.2,0.2,0.1,265.2,0.2,340.0,86.8
rice,grain,144.0,g,182.9,3.8,0.4,39.4,0.6,0.0,0.0,0.0,0.2,14.1,0.3,49.2,1.4
apple,fruit,308.3,g,162.0,0.9,0.6,43.6,7.5,9.3,14.3,0.0,0.6,18.7,0.4,333.4,3.1
tomato,vegetable,394.9,g,69.6,3.5,0.8,15.5,4.6,3219.2,52.9,0.0,2.1,38.6,1.0,915.9,19.3
pasta,grain,297.9,g,374.4,14.3,3.1,71.4,5.1,0.0,0.0,0.0,0.2,20.0,3.7,125.7,17.1
chia_seed,nut,269.4,g,1284.2,44.9,81.9,111.0,90.9,0.0,4.2,0.0,1.3,1667.3,20.4,1075.4,42.3
bread,grain,363.2,g,961.2,32.6,11.6,177.7,9.8,0.0,0.0,0.0,0.8,177.7,13.1,417.1,1781.0
beef,protein,42.4,g,111.0,11.5,6.7,0.0,0.0,0.0,0.0,0.0,0.1,8.0,1.2,141.2,32.0
chicken_breast,protein,27.2,g,46.6,8.7,1.0,0.0,0.0,1.7,0.0,0.0,0.1,4.2,0.3,72.2,20.9
pasta,grain,494.0,g,648.5,24.8,5.4,123.8,8.9,0.0,0.0,0.0,0.3,34.7,6.4,217.8,29.7
egg,protein,176.4,g,265.1,22.2,18.8,1.9,0.0,273.7,0.0,3.4,1.8,95.8,3.0,236.0,212.1
walnut,nut,313.8,g,2014.6,46.2,200.2,43.1,20.6,0.0,4.0,0.0,2.2,301.9,9.0,1358.5,6.2
cheese,dairy,483.8,g,2018.7,125.5,165.7,6.5,0.0,1330.7,0.0,3.0,1.1,3620.5,3.4,492.1,3118.4
banana,fruit,159.3,g,147.9,1.8,0.5,38.2,4.3,5.0,14.5,0.0,0.2,8.3,0.4,595.1,1.7
tomato,vegetable,86.5,g,15.3,0.8,0.2,3.4,1.0,708.0,11.6,0.0,0.5,8.5,0.2,201.4,4.2
spinach,vegetable,194.3,g,44.5,5.6,0.8,7.7,4.3,907.7,54.4,0.0,3.9,191.6,5.2,1080.0,152.9
rice,grain,331.5,g,436.4,9.1,1.0,94.0,1.3,0.0,0.0,0.0,0.4,33.6,0.7,117.5,3.4
broccoli,vegetable,265.3,g,89.1,7.3,1.0,18.3,6.8,1632.2,233.7,0.0,2.0,123.1,1.9,827.9,86.5
grape,fruit,288.4,g,182.9,1.8,0.6,47.2,2.7,8.9,9.4,0.0,0.6,29.5,1.1,563.5,5.9
orange,fruit,128.5,g,61.9,1.2,0.1,15.8,3.2,296.3,70.1,0.0,0.2,52.7,0.1,238.4,0.0
peanut,nut,188.6,g,1055.9,48.4,91.2,29.8,15.8,0.0,0.0,0.0,15.5,171.3,8.5,1312.8,33.5
butter,dairy,93.1,g,659.0,0.8,74.4,0.1,0.0,628.6,0.0,1.4,2.1,22.1,0.0,22.1,10.1
quinoa,grain,473.9,g,554.0,20.3,8.8,101.6,12.9,0.0,0.0,0.0,2.9,78.5,6.9,794.0,32.3
broccoli,vegetable,413.5,g,142.8,11.8,1.7,29.4,10.9,2615.9,374.5,0.0,3.3,197.3,3.1,1326.8,138.6
chia_seed,nut,130.9,g,634.0,22.2,40.4,54.8,44.9,0.0,2.1,0.0,0.7,823.1,10.1,530.9,20.9
butter,dairy,312.6,g,2317.4,2.9,261.8,0.3,0.0,2210.7,0.0,4.8,7.5,77.6,0.1,77.6,35.6
butter,dairy,222.5,g,1542.3,1.9,174.2,0.2,0.0,1471.3,0.0,3.2,5.0,51.6,0.0,51.6,23.7
peanut,nut,370.7,g,2086.1,95.7,180.3,58.9,31.3,0.0,0.0,0.0,30.6,338.5,16.9,2593.8,66.2
milk,dairy,71.7,g,30.4,2.5,0.7,3.6,0.0,33.3,0.7,0.9,0.1,81.7,0.0,108.5,31.8
bread,grain,202.4,g,556.5,18.9,6.7,102.9,5.7,0.0,0.0,0.0,0.5,102.9,7.6,241.5,1031.0
spinach,vegetable,325.8,g,76.7,9.7,1.3,13.3,7.3,1563.2,93.7,0.0,6.8,330.0,9.0,1859.8,263.3
tomato,vegetable,232.5,g,41.6,2.1,0.5,9.2,2.8,1924.6,31.7,0.0,1.2,23.1,0.6,547.6,11.6
yogurt,dairy,129.8,g,76.8,13.0,0.5,4.7,0.0,35.1,0.7,0.1,0.1,143.2,0.1,183.5,46.9
spinach,vegetable,214.7,g,50.8,6.4,0.9,8.8,4.9,1036.3,62.1,0.0,4.5,218.7,6.0,1232.9,174.6
banana,fruit,166.0,g,147.0,1.8,0.5,38.0,4.3,5.0,14.4,0.0,0.2,8.3,0.4,591.2,1.7
oatmeal,grain,74.8,g,49.9,1.8,1.0,8.8,1.2,0.0,0.0,0.0,0.1,36.0,0.4,44.8,36.0
chia_seed,nut,436.1,g,2160.3,75.6,137.8,186.7,152.9,0.0,7.1,0.0,2.2,2804.9,34.3,1809.2,71.1
milk,dairy,466.9,g,195.6,15.8,4.7,23.3,0.0,214.2,4.2,5.6,0.4,526.2,0.1,698.5,204.9
walnut,nut,47.0,g,311.4,7.1,31.0,6.7,3.2,0.0,0.6,0.0,0.3,46.7,1.4,210.0,1.0
salmon,protein,148.6,g,307.3,36.9,17.7,0.0,0.0,220.1,5.8,16.3,5.2,13.3,0.5,536.3,87.2
strawberry,fruit,393.4,g,127.8,2.8,1.2,31.9,8.0,4.0,234.7,0.0,1.2,63.9,1.6,610.8,4.0
cheese,dairy,442.2,g,1761.0,109.5,144.6,5.7,0.0,1160.9,0.0,2.6,0.9,3158.5,3.0,429.3,2720.4
oatmeal,grain,152.6,g,106.5,3.8,2.2,18.8,2.7,0.0,0.0,0.0,0.1,76.7,0.9,95.5,76.7
almond,nut,46.9,g,281.3,10.2,24.3,10.7,6.1,0.0,0.0,0.0,12.5,130.7,1.8,356.1,0.5
sunflower_seed,nut,211.1,g,1281.3,46.1,111.9,43.9,18.9,0.0,3.1,0.0,77.2,171.1,11.5,1415.1,19.7
yogurt,dairy,288.5,g,176.5,29.9,1.2,10.8,0.0,80.8,1.5,0.3,0.2,329.0,0.2,421.7,107.7
cheese,dairy,430.8,g,1805.1,112.3,148.2,5.8,0.0,1189.9,0.0,2.7,0.9,3237.6,3.1,440.1,2788.5
sunflower_seed,nut,309.1,g,1890.3,68.0,165.1,64.7,27.8,0.0,4.5,0.0,113.8,252.5,17.0,2087.7,29.1
chicken_breast,protein,337.2,g,563.7,105.9,12.3,0.0,0.0,20.5,0.0,0.0,0.8,51.2,3.6,874.5,252.8
yogurt,dairy,152.3,g,89.6,15.2,0.6,5.5,0.0,41.0,0.8,0.2,0.1,167.1,0.1,214.2,54.7
milk,dairy,155.6,g,64.8,5.2,1.5,7.7,0.0,70.9,1.4,1.9,0.1,174.3,0.0,231.3,67.9
almond,nut,344.4,g,2039.0,74.0,176.1,77.5,44.0,0.0,0.0,0.0,90.3,947.3,13.1,2581.3,3.5
quinoa,grain,273.6,g,342.2,12.5,5.4,62.7,8.0,0.0,0.0,0.0,1.8,48.5,4.2,490.4,20.0
tofu,protein,183.1,g,134.4,14.2,8.5,3.4,0.5,0.0,0.0,0.0,0.0,229.9,2.5,214.0,12.4
peanut,nut,364.0,g,2141.0,98.2,185.0,60.4,32.1,0.0,0.0,0.0,31.5,347.4,17.3,2662.1,68.0
banana,fruit,178.6,g,158.2,2.0,0.5,40.9,4.6,5.3,15.5,0.0,0.2,8.9,0.5,636.2,1.8
orange,fruit,280.1,g,133.2,2.6,0.3,34.0,6.8,637.8,150.8,0.0,0.5,113.4,0.3,513.1,0.0
quinoa,grain,436.6,g,514.3,18.9,8.1,94.3,12.0,0.0,0.0,0.0,2.7,72.9,6.4,737.1,30.0
oatmeal,grain,124.5,g,81.0,2.9,1.7,14.3,2.0,0.0,0.0,0.0,0.1,58.4,0.7,72.7,58.4
grape,fruit,137.9,g,81.4,0.8,0.3,21.0,1.2,3.9,4.2,0.0,0.2,13.1,0.5,250.7,2.6
banana,fruit,473.1,g,404.1,5.0,1.4,104.4,11.8,13.6,39.5,0.0,0.5,22.7,1.2,1625.6,4.5
oatmeal,grain,100.6,g,68.8,2.4,1.4,12.1,1.7,0.0,0.0,0.0,0.1,49.6,0.6,61.7,49.6
almond,nut,159.1,g,947.0,34.3,81.8,36.0,20.4,0.0,0.0,0.0,41.9,440.0,6.1,1198.9,1.6
orange,fruit,164.1,g,80.3,1.5,0.2,20.5,4.1,384.3,90.9,0.0,0.3,68.3,0.2,309.1,0.0
banana,fruit,152.8,g,136.0,1.7,0.5,35.1,4.0,4.6,13.3,0.0,0.2,7.6,0.4,546.9,1.5
milk,dairy,285.1,g,122.3,9.9,2.9,14.6,0.0,133.9,2.6,3.5,0.2,329.0,0.1,436.7,128.1
egg,protein,332.8,g,537.8,45.1,38.2,3.8,0.0,555.1,0.0,6.9,3.6,194.3,6.1,478.8,430.2
orange,fruit,374.3,g,173.7,3.3,0.4,44.3,8.9,831.5,196.6,0.0,0.7,147.8,0.4,668.9,0.0
carrot,vegetable,333.7,g,134.5,3.0,0.7,32.8,9.2,2739.5,19.4,0.0,2.2,108.3,1.0,1049.9,226.4
almond,nut,108.0,g,618.6,22.4,53.4,23.5,13.4,0.0,0.0,0.0,27.4,287.4,4.0,783.1,1.1
spinach,vegetable,231.1,g,51.2,6.5,0.9,8.9,4.9,1043.9,62.5,0.0,4.5,220.4,6.0,1242.0,175.8
butter,dairy,319.2,g,2363.1,3.0,267.0,0.3,0.0,2254.4,0.0,4.9,7.6,79.1,0.1,79.1,36.3
peanut,nut,195.5,g,1119.1,51.3,96.7,31.6,16.8,0.0,0.0,0.0,16.4,181.6,9.0,1391.4,35.5
chicken_breast,protein,488.9,g,836.5,157.2,18.3,0.0,0.0,30.4,0.0,0.0,1.1,76.0,5.3,1297.8,375.2
quinoa,grain,376.1,g,435.4,16.0,6.9,79.8,10.2,0.0,0.0,0.0,2.3,61.7,5.4,624.1,25.4
bread,grain,195.5,g,515.4,17.5,6.2,95.3,5.3,0.0,0.0,0.0,0.4,95.3,7.0,223.7,954.9
tofu,protein,332.7,g,260.4,27.4,16.4,6.5,1.0,0.0,0.0,0.0,0.0,445.4,4.8,414.6,24.0
yogurt,dairy,242.0,g,149.3,25.3,1.0,9.1,0.0,68.3,1.3,0.3,0.2,278.3,0.2,356.7,91.1
broccoli,vegetable,54.3,g,17.7,1.5,0.2,3.7,1.4,324.9,46.5,0.0,0.4,24.5,0.4,164.8,17.2
oatmeal,grain,269.0,g,187.2,6.6,3.9,33.0,4.7,0.0,0.0,0.0,0.2,134.9,1.7,167.9,134.9
butter,dairy,175.2,g,1241.5,1.6,140.2,0.2,0.0,1184.3,0.0,2.6,4.0,41.6,0.0,41.6,19.0
walnut,nut,121.7,g,771.8,17.7,76.7,16.5,7.9,0.0,1.5,0.0,0.8,115.7,3.4,520.4,2.4
tomato,vegetable,106.9,g,20.0,1.0,0.2,4.5,1.3,927.5,15.3,0.0,0.6,11.1,0.3,263.9,5.6
milk,dairy,411.0,g,176.1,14.3,4.2,21.0,0.0,192.9,3.8,5.0,0.3,473.8,0.1,628.9,184.5
strawberry,fruit,465.9,g,142.3,3.1,1.3,35.6,8.9,4.4,261.5,0.0,1.3,71.2,1.8,680.4,4.4
chia_seed,nut,242.2,g,1147.4,40.1,73.2,99.2,81.2,0.0,3.8,0.0,1.2,1489.7,18.2,960.8,37.8
walnut,nut,311.8,g,2125.2,48.7,211.2,45.5,21.8,0.0,4.2,0.0,2.3,318.5,9.5,1433.1,6.5
tomato,vegetable,178.3,g,32.5,1.6,0.4,7.2,2.2,1505.2,24.8,0.0,1.0,18.1,0.5,428.3,9.0
pasta,grain,308.6,g,408.3,15.6,3.4,77.9,5.6,0.0,0.0,0.0,0.2,21.8,4.1,137.2,18.7
milk,dairy,71.7,g,31.6,2.6,0.8,3.8,0.0,34.6,0.7,0.9,0.1,85.0,0.0,112.8,33.1
chia_seed,nut,238.4,g,1107.5,38.7,70.6,95.7,78.4,0.0,3.6,0.0,1.1,1438.0,17.6,927.5,36.5
walnut,nut,478.6,g,2977.1,68.3,295.9,63.7,30.5,0.0,5.9,0.0,3.2,446.1,13.2,2007.5,9.1
salmon,protein,298.8,g,634.1,76.2,36.6,0.0,0.0,454.2,11.9,33.5,10.8,27.4,1.0,1106.5,179.9
cheese,dairy,438.2,g,1685.0,104.8,138.3,5.4,0.0,1110.8,0.0,2.5,0.9,3022.1,2.9,410.8,2602.9
banana,fruit,41.6,g,37.9,0.5,0.1,9.8,1.1,1.3,3.7,0.0,0.0,2.1,0.1,152.6,0.4
salmon,protein,51.9,g,103.2,12.4,6.0,0.0,0.0,73.9,1.9,5.5,1.8,4.5,0.2,180.0,29.3
pasta,grain,431.2,g,557.0,21.3,4.7,106.3,7.7,0.0,0.0,0.0,0.3,29.8,5.5,187.1,25.5
cheese,dairy,233.4,g,976.6,60.7,80.2,3.2,0.0,643.8,0.0,1.5,0.5,1751.6,1.7,238.1,1508.6
milk,dairy,86.7,g,36.1,2.9,0.9,4.3,0.0,39.5,0.8,1.0,0.1,97.0,0.0,128.8,37.8
peanut,nut,461.8,g,2708.8,124.2,234.1,76.4,40.6,0.0,0.0,0.0,39.8,439.5,21.9,3368.1,86.0
grape,fruit,108.4,g,70.3,0.7,0.2,18.2,1.0,3.4,3.6,0.0,0.2,11.3,0.4,216.7,2.3
chia_seed,nut,116.7,g,547.6,19.2,34.9,47.3,38.8,0.0,1.8,0.0,0.6,711.0,8.7,458.6,18.0
peanut,nut,48.0,g,270.4,12.4,23.4,7.6,4.1,0.0,0.0,0.0,4.0,43.9,2.2,336.3,8.6
almond,nut,177.3,g,1067.6,38.7,92.2,40.6,23.0,0.0,0.0,0.0,47.3,496.0,6.8,1351.6,1.8
carrot,vegetable,42.6,g,16.9,0.4,0.1,4.1,1.2,343.7,2.4,0.0,0.3,13.6,0.1,131.7,28.4
broccoli,vegetable,238.0,g,82.5,6.8,1.0,17.0,6.3,1510.9,216.3,0.0,1.9,114.0,1.8,766.3,80.0
cucumber,vegetable,69.0,g,11.0,0.5,0.1,2.8,0.3,72.4,1.9,0.0,0.0,11.0,0.2,101.4,1.4
almond,nut,414.1,g,2324.0,84.3,200.7,88.3,50.2,0.0,0.0,0.0,102.9,1079.7,14.9,2942.1,4.0
yogurt,dairy,35.4,g,20.9,3.5,0.1,1.3,0.0,9.6,0.2,0.0,0.0,38.9,0.0,49.9,12.7
egg,protein,489.2,g,744.5,62.4,52.8,5.3,0.0,768.5,0.0,9.6,5.0,269.0,8.4,662.8,595.6
strawberry,fruit,148.6,g,47.2,1.0,0.4,11.8,2.9,1.5,86.7,0.0,0.4,23.6,0.6,225.7,1.5
yogurt,dairy,321.4,g,185.7,31.5,1.3,11.3,0.0,85.0,1.6,0.3,0.2,346.2,0.2,443.8,113.3
salmon,protein,394.2,g,809.5,97.3,46.7,0.0,0.0,579.8,15.2,42.8,13.8,35.0,1.3,1412.7,229.6
chia_seed,nut,211.7,g,1014.3,35.5,64.7,87.7,71.8,0.0,3.3,0.0,1.0,1316.9,16.1,849.4,33.4
grape,fruit,73.7,g,47.3,0.5,0.2,12.2,0.7,2.3,2.4,0.0,0.1,7.6,0.3,145.7,1.5
tofu,protein,118.5,g,91.3,9.6,5.8,2.3,0.4,0.0,0.0,0.0,0.0,156.1,1.7,145.3,8.4
